id	filename	md5	size	state
f18c4e00-af3d-4f8b-adfe-73501150cf28	TCGA-BRCA.889e93b1-b471-4cd4-ad09-398ddc375719.absolute_liftover.gene_level_copy_number.v36.tsv	5f1cc8db026cb25f144694588978e972	3437156	released
5cc3d772-fc78-4315-9ce7-aa0ea02b9316	TCGA-BRCA.73cfbf43-5452-47f9-9a59-6b985e15d66c.ascat2.allelic_specific.seg.txt	62a5dceed8e0b24e997b3acd057855be	7004	released
5de264b6-4a43-454c-a8f2-6c2738269ae7	TCGA-BRCA.82a8cdff-ba8d-4eb6-ae65-4881a10abc7a.ascat3.allelic_specific.seg.txt	2e472b52a3b8c6fca271eeb109b9f91a	6931	released
118e29e8-7188-46a7-9727-e9a3b480adb2	TCGA-BRCA.02bde32b-37e9-4768-9222-aba698b4ef49.ascat2.allelic_specific.seg.txt	a4668cdc807c827d5d68b647d02983ee	6184	released
7150fff4-953c-4b75-b016-e8e15f049c25	TCGA-BRCA.315dad75-6b4f-456f-be6e-77b9d066beb4.absolute_liftover.gene_level_copy_number.v36.tsv	b15219491ad1b1dd4dd2da04fc4eecc0	3431522	released
d5b3a491-d625-4526-bb70-a18df651b59a	TCGA-BRCA.82a8cdff-ba8d-4eb6-ae65-4881a10abc7a.absolute_liftover.gene_level_copy_number.v36.tsv	ca89a2ba20095586f2ed660663956058	3435863	released
6c4455ce-0b26-453b-adb5-03d7c220d157	TCGA-BRCA.07321363-1d47-430a-a3ce-ec16f9b52d3a.ascat3.allelic_specific.seg.txt	baa10bf62b0be8c0a1d2a1285ad840ca	5184	released
4f052467-202e-461c-b7fb-cb9243ab621e	TCGA-BRCA.07321363-1d47-430a-a3ce-ec16f9b52d3a.absolute_liftover.gene_level_copy_number.v36.tsv	eb7813571026672330630e09e9dcdc45	3431576	released
af075d11-8633-4d59-93a2-3c8d1a6ad20c	TCGA-BRCA.2cd3acc2-31e5-41b3-9db4-baad97c03990.absolute_liftover.gene_level_copy_number.v36.tsv	18706bb29876d8e9e81cace0a450f2e4	3432473	released
0b87e5e0-0dba-4171-9120-0697bedc2565	TCGA-BRCA.ce822227-cbde-4263-9264-71ef718916ea.ascat2.allelic_specific.seg.txt	4af9fa5f5c3e8a3a1b8d153844db4e9b	5203	released
c01eb946-e57a-4733-bd49-eec2bd1a7a5e	TCGA-BRCA.fd45dc6f-bce7-4005-b1e7-be2b2b7dbbca.ascat3.gene_level_copy_number.v36.tsv	5ad2b4c4f4aa6809b7da30d4ff50346f	3445484	released
32723569-5886-4ae7-8c72-3f4e1b3fea56	TCGA-BRCA.5994c06d-ee9b-4ead-b3d1-2e1f286f7d6d.ascat3.allelic_specific.seg.txt	bf71491c714e1b1030f2614922a916e7	7898	released
b6983227-c78e-41d6-96b0-477b066df598	TCGA-BRCA.5994c06d-ee9b-4ead-b3d1-2e1f286f7d6d.absolute_liftover.gene_level_copy_number.v36.tsv	bc01c16c92a66375cd5a780682a95023	3430907	released
2052a5f0-a9cc-4676-a193-f2fd724fe824	TCGA-BRCA.daf25698-598f-4efb-b1b5-6083d673b63f.ascat3.gene_level_copy_number.v36.tsv	65296d7632470e277529a79f136453b1	3445505	released
0529db1f-a610-474e-8087-e63d13836271	TCGA-BRCA.fb59b402-77cf-4eac-aaf8-4ebaf715acbb.ascat3.gene_level_copy_number.v36.tsv	11ed6c62b39490d14c86e5c1e5646559	3445505	released
d24b62b3-3e44-4ebd-b8ee-9c29e9f28a5d	TCGA-BRCA.0509eaa2-2671-4c59-b98b-200a6132cede.gene_level_copy_number.v36.tsv	a9847f85ac4a8d0c7151c862f9929926	3446807	released
2e3847fb-bd57-4e7f-b5c0-44f9a4b31d6f	TCGA-BRCA.01a1e8a0-51e3-400b-81dc-581a93199892.gene_level_copy_number.v36.tsv	ed47a1d7a3ed385bf5ecaaaa8c585365	3449647	released
e31d9c97-337e-456b-b39a-5ce2c1eae7ff	TCGA-BRCA.fb59b402-77cf-4eac-aaf8-4ebaf715acbb.gene_level_copy_number.v36.tsv	86f22bfa1f207e0369df0431b5452203	3446660	released
86bcc738-23c0-4fbc-a925-c43292024822	TCGA-BRCA.d8a0163f-045f-415c-a456-4ae0cf0e307e.ascat3.allelic_specific.seg.txt	66b579641663377f8756b6b43f092a94	6516	released
d17d9433-3a90-4a63-8447-a24fcea37d32	TCGA-BRCA.34c5238e-d4ee-424c-976c-0f9bbfb1e0bc.ascat2.allelic_specific.seg.txt	febc1f70070923535c59cdbacaf84f08	19640	released
cfcfc0c1-98b8-4517-9a09-a6ee605cfd8c	TCGA-BRCA.954517bf-4fed-4279-9e69-f036b0a48858.absolute_liftover.gene_level_copy_number.v36.tsv	69d6bc5a3359f3cfa222187100c61fee	3432920	released
5ea822a9-6923-441d-bdc1-61d6dfffc4ee	TCGA-BRCA.317d4bae-a933-41ef-ab8a-d4fbb6de5285.ascat3.gene_level_copy_number.v36.tsv	003571692c8d001721b01059b034dd2b	3445496	released
23307143-14ac-424a-8eb9-03cb1fa6c3d4	TCGA-BRCA.109817fb-aa2e-4ac8-8bac-a8c6f0d93551.absolute_liftover.gene_level_copy_number.v36.tsv	728ed57f602cf63ff256fc9a4c00b3e6	3432419	released
15c23d40-d7b2-46e2-a3b9-515625f20744	TCGA-BRCA.9bd1f34e-2bf1-45d9-8553-9abc40c3c175.ascat3.allelic_specific.seg.txt	a3bf02f69d4de082228c11bc7ae2d342	5395	released
88766fc8-bf39-49b4-9ec0-273b5ac88e75	TCGA-BRCA.c4d15095-d0bf-4fe0-a2b9-52e0119a7a26.ascat3.gene_level_copy_number.v36.tsv	823d15c30ab494ed0f62849aa33a08b0	3445499	released
82b9ef95-97b9-48ca-b8d0-3376d16a3eca	TCGA-BRCA.8d301711-4802-4905-ac86-8b13a545e414.gene_level_copy_number.v36.tsv	6b688fe33e25cbb6fb7bde1199420a42	3449333	released
e3bbe5a1-aeca-46fe-8392-1b5a88c9b85e	TCGA-BRCA.8d301711-4802-4905-ac86-8b13a545e414.ascat2.allelic_specific.seg.txt	a49921a36cc494a81a20fe16f7fcf130	7775	released
3d7377fc-e1aa-42e3-bbef-8590728b7bea	TCGA-BRCA.401a4b1d-1f1d-4d3c-b330-02fb9ba433d3.ascat2.allelic_specific.seg.txt	36cb160dba81336f9f90eca0eb3210b2	7816	released
e640e531-7ff7-4472-994f-364b73ff3bf5	TCGA-BRCA.7266b08c-75d0-4307-9852-73fc482f5644.absolute_liftover.gene_level_copy_number.v36.tsv	e6c6c023e7f87c96933aa20f4f900358	3436640	released
8fa973da-7a33-4385-bc08-1936029df7b4	TCGA-BRCA.d0a1e510-1f13-4153-ab54-e813217d5704.gene_level_copy_number.v36.tsv	ff1388cbe19c9645b899329e6b236ffc	3457559	released
fc28383f-0da5-44f1-a9d3-307c2ebb2b50	TCGA-BRCA.2036be70-c64b-4ef4-82c6-822c5afae946.absolute_liftover.gene_level_copy_number.v36.tsv	d1eec4e2eac0c09c059458fba9f920ac	3431609	released
b3bbf8bb-1dd0-4e93-b9e6-3ca2b9a3d17c	TCGA-BRCA.6c84f85f-2dd5-452e-8658-a7844f7143ed.ascat3.allelic_specific.seg.txt	e466760260f2ad4d448e10d7bf086909	8026	released
07720c9f-61db-46d5-beae-28a240b7a70e	TCGA-BRCA.2036be70-c64b-4ef4-82c6-822c5afae946.ascat2.allelic_specific.seg.txt	bdad02562278c6c973093c5440f47f43	15488	released
6ebe544c-527f-4f6b-aafd-158ee1cf319e	TCGA-BRCA.2036be70-c64b-4ef4-82c6-822c5afae946.gene_level_copy_number.v36.tsv	15c04d529ad65c41530dbb2073bec0c0	3447625	released
db2fd527-35d8-4940-b5bb-51484f8dfd0f	TCGA-BRCA.2036be70-c64b-4ef4-82c6-822c5afae946.ascat3.allelic_specific.seg.txt	6107043bb1a56834a2b7ba901e3d35f4	8986	released
945e4746-6932-4953-a97d-b14c45185d87	TCGA-BRCA.cf2aac8b-1f32-4f0c-91f6-4b80c38d4419.ascat2.allelic_specific.seg.txt	75091e2afacdb0efa4ca05500dbc01ba	32562	released
798324eb-d6b7-4f80-b5ec-f7db88259af6	TCGA-BRCA.6c84f85f-2dd5-452e-8658-a7844f7143ed.ascat3.gene_level_copy_number.v36.tsv	5034b86d063eb1e7b8bcc97c89289cc2	3446308	released
e90536e3-7a04-4b2a-90df-165402c53299	TCGA-BRCA.27715ff1-8709-46a3-84c3-41b1ae9dbbc4.ascat2.allelic_specific.seg.txt	40a17ba2180d2d9e0f877918f4f1ae7c	5301	released
9e75bcad-dd6b-43ff-ab49-974ab63dc76f	TCGA-BRCA.27715ff1-8709-46a3-84c3-41b1ae9dbbc4.ascat3.gene_level_copy_number.v36.tsv	024f6850b1736f20bbab4d7f24006c43	3445478	released
91ed487f-e381-4650-ada9-5dd53febd552	TCGA-BRCA.27715ff1-8709-46a3-84c3-41b1ae9dbbc4.gene_level_copy_number.v36.tsv	e79f773a59a9c4322b84948ba99e07ed	3446840	released
b6b9a185-0753-4d0f-87f1-b1edc3ad1fb2	TCGA-BRCA.72d21cce-e233-49e4-8277-aa1b0be0a160.absolute_liftover.gene_level_copy_number.v36.tsv	003a7a37ba9f5583df8c324dba00d4bf	3431915	released
5d081f3f-d8ac-4557-807f-feb33b180ecb	TCGA-BRCA.d897dae1-1649-463c-aba4-e93fae68c5e8.ascat3.allelic_specific.seg.txt	c780b841e8f0fb821bc2538b00fe99b9	4856	released
9d897fbc-3cfe-490c-bcb5-a4ff602290cf	TCGA-BRCA.d897dae1-1649-463c-aba4-e93fae68c5e8.ascat2.allelic_specific.seg.txt	6a5aa92831c2c19fb8dee0ce88061b2e	10696	released
cebea7d0-2d43-4eb9-9136-6461a8301c30	TCGA-BRCA.f9e62dfe-3037-4306-be92-dfbeae90283e.ascat3.gene_level_copy_number.v36.tsv	f81e7e5a8590d9a5271ecaf6283b22d2	3445466	released
c87435be-0086-4b75-bc69-69e8d8996714	TCGA-BRCA.0179d350-8a90-4269-8eee-a0b971d23cb8.absolute_liftover.gene_level_copy_number.v36.tsv	9f409850640a0f193d87fe0690e6c529	3431996	released
0f70768f-6b44-4b92-8fe0-b80ddbff897d	TCGA-BRCA.f9e62dfe-3037-4306-be92-dfbeae90283e.ascat3.allelic_specific.seg.txt	9bf45eaf646effadbe0f066bd53ea614	12875	released
9d6ae543-b48f-4c0c-b1cf-073583c240ed	TCGA-BRCA.cba10c3b-fd66-4fe2-8a2e-1f7066481c51.absolute_liftover.gene_level_copy_number.v36.tsv	991f7383e62f87863f6df58e9ffcb649	3431414	released
36c921c5-de49-45f0-ae3f-efb94bebd008	TCGA-BRCA.cba10c3b-fd66-4fe2-8a2e-1f7066481c51.ascat2.allelic_specific.seg.txt	0cfa242bddcf03ca9b9780a065afbe12	5794	released
727b89ce-5140-4b12-8f72-d175f406f1dc	TCGA-BRCA.7754e179-0e81-431d-926e-c24be0e6b4e1.ascat3.allelic_specific.seg.txt	756779950bc312e5a116a30ada0f8bc5	6196	released
001b6b10-dae1-4319-8b22-ff48a130b4b4	TCGA-BRCA.5ffeb466-cd09-441c-a635-9feea1d71ff4.ascat2.allelic_specific.seg.txt	cd2187bd8263f0b45211ce6524b093b9	13419	released
eb308a70-c300-4076-b6ec-e70205618227	TCGA-BRCA.25822371-680d-4663-98ef-ebf79e6dff4d.gene_level_copy_number.v36.tsv	252f8b06ca989d57cd5c75cf718afa93	3446717	released
f41c1142-6d5a-4949-acb9-df1e5004e921	TCGA-BRCA.51c041dc-88a3-4619-82f3-29995e05c5db.ascat2.allelic_specific.seg.txt	0ddf85ef971c662fb684c9b77cf8e814	7001	released
deaa4d47-0047-47c3-95ff-0870fac31512	TCGA-BRCA.615b2826-7f9f-498b-8309-d4d54d598c50.absolute_liftover.gene_level_copy_number.v36.tsv	4ca21a610594fe50f66b9567bafbcc1a	3437303	released
7a771fd2-e3b3-44ba-8898-a6eb01c17356	TCGA-BRCA.615b2826-7f9f-498b-8309-d4d54d598c50.ascat3.allelic_specific.seg.txt	0774f7afb6a6a88be02ba6cb96a412d9	3717	released
e4d26f0f-3cd0-4c99-8a6d-f84c493bad88	TCGA-BRCA.faaa02ff-b4f1-4f4d-be66-1254bd2c7403.ascat3.gene_level_copy_number.v36.tsv	6049ebb7dc0640239194fecb253282e8	3445505	released
58ae43ab-4ad9-4256-846e-24db75188679	TCGA-BRCA.1a387c5a-10d0-4a4b-9e5d-23184f15d70c.ascat3.allelic_specific.seg.txt	34b1ece82434d54c8c0729bf4d6e5585	10521	released
fa68198f-285a-4888-af11-e8c0d954d682	TCGA-BRCA.c7064fcd-f96a-4977-8782-9131dfdf843e.ascat3.allelic_specific.seg.txt	82efad3f128549aed56b36cc12a2a908	6378	released
41b4eaa0-e25b-4168-b69c-8d7882174f34	TCGA-BRCA.504fc7b4-3097-420e-b9e0-8981e934c2b6.absolute_liftover.gene_level_copy_number.v36.tsv	ca81bce5ef0daef62d3c1116b58104bb	3430706	released
08acef2a-c507-42d9-b5e7-b07a36e963df	TCGA-BRCA.e831ad69-0f96-4d82-a435-6b754e44122f.ascat3.gene_level_copy_number.v36.tsv	3921c5cc347e39a7051c8e1ec8245212	3445487	released
dc314188-d7f6-4da7-8d31-380f588f7af3	TCGA-BRCA.c7064fcd-f96a-4977-8782-9131dfdf843e.gene_level_copy_number.v36.tsv	7a183264f2806b577959af2a852faff0	3446930	released
83e41a10-2ef2-4bec-bb84-3b1ad65f6f8f	TCGA-BRCA.a01c0857-1760-45dc-b426-082a9b59fe90.ascat2.allelic_specific.seg.txt	c8f29f757fb2a188598e5525ceddcce3	17709	released
68534d32-928f-4c96-822a-e2ee5dc8b6df	TCGA-BRCA.491e98e5-27e9-4e1e-809b-09a3715fc609.absolute_liftover.gene_level_copy_number.v36.tsv	0e94129594ca334d33e7edabac057545	3432833	released
ac648343-6460-4f9b-bdf1-db1728ab0afb	TCGA-BRCA.a01c0857-1760-45dc-b426-082a9b59fe90.gene_level_copy_number.v36.tsv	32c3d639417024f98b717cf1229f3c1e	3446837	released
99fe2eab-c49d-4487-aba3-a1ec0be19cbf	TCGA-BRCA.491e98e5-27e9-4e1e-809b-09a3715fc609.ascat3.allelic_specific.seg.txt	e54fa1952a75db1ee72a0680254c5c18	3458	released
66813f5a-3deb-4fc5-b480-1b7df9fd6e69	TCGA-BRCA.491e98e5-27e9-4e1e-809b-09a3715fc609.ascat3.gene_level_copy_number.v36.tsv	fb4d5904b972eeae9a5c1f84c4839dd9	3446385	released
e5dd2adb-026a-4ebf-a812-0f1be6a4558e	TCGA-BRCA.12f03a32-be3d-40c0-b380-b104d972a3f1.ascat3.allelic_specific.seg.txt	4dfc50399b2ad6cd7eb6a0674e887deb	6959	released
8efe5786-47f2-49d0-94a1-879f82f8920f	TCGA-BRCA.72908a86-8eb9-4a84-af76-cea3e9eed064.ascat3.allelic_specific.seg.txt	54b3cc202de7632edcf82595a3633fb5	2184	released
7345f1da-7abe-4943-9c18-2a99ede7b1dd	TCGA-BRCA.64cc469d-eaf1-4a4e-853e-612c931c28b6.ascat3.gene_level_copy_number.v36.tsv	b0d4a265c2ea4be9789244580e0a6a6b	3445966	released
484d9a13-ad5d-487e-8d76-9d06e14dc947	TCGA-BRCA.eaf26eaa-106e-46e3-9963-c6185c6ec4d7.gene_level_copy_number.v36.tsv	254a8c99a3bd43b2871e51ed393c16e8	3449696	released
3c9a6ff2-1c11-4d59-9b19-861035d0cd0e	TCGA-BRCA.83122683-8f67-481a-92f2-f60687a83ba3.ascat3.gene_level_copy_number.v36.tsv	0fa1997eb0a5186012a2175c5c9a7bf8	3445861	released
fd927c83-c804-4dad-8e1d-ab6797731f02	TCGA-BRCA.2036be70-c64b-4ef4-82c6-822c5afae946.ascat3.gene_level_copy_number.v36.tsv	3fc83ff9e2395bf3e2273b7b87264b60	3446265	released
e49edc7d-57eb-4836-8ec7-d0f5acb8fa1e	TCGA-BRCA.d0a1e510-1f13-4153-ab54-e813217d5704.ascat3.gene_level_copy_number.v36.tsv	50f58a0f987c5a3b49a3542e778c66d4	3456309	released
0f30fb25-b300-46c8-9c23-d2ba6b75bc96	TCGA-BRCA.83122683-8f67-481a-92f2-f60687a83ba3.absolute_liftover.gene_level_copy_number.v36.tsv	62cb4b56b1658367fb0add0ab8e578a0	3431231	released
454191dc-a58b-48c8-bb18-162a2dcd0bef	TCGA-BRCA.83122683-8f67-481a-92f2-f60687a83ba3.gene_level_copy_number.v36.tsv	cfdbc684fbd90bb3cc8b3120b8d04741	3450073	released
555358a0-5dca-42be-bc2a-b055ad9b50ab	TCGA-BRCA.cf2aac8b-1f32-4f0c-91f6-4b80c38d4419.gene_level_copy_number.v36.tsv	4bbc9d6aa4a1f360e3599f0100e5f4d1	3448758	released
41844669-31bb-4cdb-9f62-aa03f2e86287	TCGA-BRCA.6c84f85f-2dd5-452e-8658-a7844f7143ed.absolute_liftover.gene_level_copy_number.v36.tsv	03b1de714babdca1a6e4bb9881f6bda5	3431429	released
b15d3e2c-d506-48be-9df3-f094a3ce4ea7	TCGA-BRCA.83122683-8f67-481a-92f2-f60687a83ba3.ascat2.allelic_specific.seg.txt	b09788fcaa3bd22f0af846855a94e522	36335	released
d0dfe11a-0b3c-432b-af63-a6a1fb923322	TCGA-BRCA.27715ff1-8709-46a3-84c3-41b1ae9dbbc4.ascat3.allelic_specific.seg.txt	07a20ae2f7fbd09a5ec80ab15c57b8dc	2579	released
310bc80a-5d30-43f6-9f22-2d1b4efc1206	TCGA-BRCA.cf2aac8b-1f32-4f0c-91f6-4b80c38d4419.ascat3.gene_level_copy_number.v36.tsv	eab4ba03b4bfac4d2ee6216e251a3f1c	3447510	released
2df06865-0760-4b21-bbb8-5c7638356efb	TCGA-BRCA.27715ff1-8709-46a3-84c3-41b1ae9dbbc4.absolute_liftover.gene_level_copy_number.v36.tsv	66fe29106c771ba546c874ee884cdf4a	3431930	released
3a3276a4-b4fa-4180-a2f8-9c337f609d02	TCGA-BRCA.72d21cce-e233-49e4-8277-aa1b0be0a160.gene_level_copy_number.v36.tsv	4ce5d6f0d6c5ace1ea74052c34abf3ed	3446837	released
e3196517-3293-43ca-8d6d-cf2f8dd385d9	TCGA-BRCA.6a9b5a0c-ce6c-4445-8316-0b25795d23d1.ascat3.gene_level_copy_number.v36.tsv	13de15cf68a415d10c4a725495d163bf	3445496	released
9810609e-a528-4155-9248-73ef851a8783	TCGA-BRCA.0179d350-8a90-4269-8eee-a0b971d23cb8.gene_level_copy_number.v36.tsv	ec11472473ca5df89a716de7a13f6849	3448108	released
95a07f72-b795-4c90-9f28-a0568bfb0bf6	TCGA-BRCA.f9e62dfe-3037-4306-be92-dfbeae90283e.ascat2.allelic_specific.seg.txt	23bd3e1df11c2bbef7eb5033ec66663b	29431	released
f2543d85-d6aa-4e57-846f-c207659887ae	TCGA-BRCA.0179d350-8a90-4269-8eee-a0b971d23cb8.ascat3.gene_level_copy_number.v36.tsv	f054c0383401111efe3041be288e2373	3446700	released
bc3ce84e-65aa-4d0e-a51b-97b92b25a7bf	TCGA-BRCA.f65fbe35-608e-406e-bc17-881ce2cb6c23.gene_level_copy_number.v36.tsv	78c877bf131383d5918b517fb0288d7a	3446834	released
801e732c-b51c-4db7-84a7-63a421e62b3b	TCGA-BRCA.cba10c3b-fd66-4fe2-8a2e-1f7066481c51.gene_level_copy_number.v36.tsv	5a3f641a3c5ef855f787c9631bf052b9	3446903	released
7b8c492a-b954-4dd3-a125-c5133bb75bf0	TCGA-BRCA.0179d350-8a90-4269-8eee-a0b971d23cb8.ascat2.allelic_specific.seg.txt	266f0836135d94ce0b0aa8c29a683340	12871	released
cbc2b4f2-686f-4d15-8dce-f744d77772d1	TCGA-BRCA.cba10c3b-fd66-4fe2-8a2e-1f7066481c51.ascat3.gene_level_copy_number.v36.tsv	1e3377a27015ca2571ceca3511113679	3445505	released
06836a72-4a54-4817-bbec-dddd270310c4	TCGA-BRCA.7754e179-0e81-431d-926e-c24be0e6b4e1.gene_level_copy_number.v36.tsv	3edc9834138790b40620f68ba0e80a10	3447652	released
cac360b5-f0ef-4f1f-bb80-60839c140221	TCGA-BRCA.e7f50845-3225-4f28-88ce-4a11cdd598b3.ascat2.allelic_specific.seg.txt	3e7c09dfd6ba29175732d00cf3812b10	16549	released
ca7313d3-b0ac-4fcc-af02-c74546c953de	TCGA-BRCA.7754e179-0e81-431d-926e-c24be0e6b4e1.absolute_liftover.gene_level_copy_number.v36.tsv	47d5231f3e20669554aef5a6674c5550	3433085	released
779b2a67-32f8-43a2-945c-78029e25c385	TCGA-BRCA.5ffeb466-cd09-441c-a635-9feea1d71ff4.absolute_liftover.gene_level_copy_number.v36.tsv	0b08473d0ab79a6277c2d818f01445cd	3431549	released
374d3763-853d-4cd7-b2e5-d4d93666459d	TCGA-BRCA.51c041dc-88a3-4619-82f3-29995e05c5db.gene_level_copy_number.v36.tsv	70602f351388d8dcffac4112c08ae171	3446855	released
6a2ceb6b-7472-41ff-981e-9d2df7fd7d9d	TCGA-BRCA.5ffeb466-cd09-441c-a635-9feea1d71ff4.ascat3.gene_level_copy_number.v36.tsv	9d43d68c69dfd38905523ba8beb3d7b6	3445985	released
704637fb-caef-4f65-acca-b1c99e751cfc	TCGA-BRCA.38971878-2e49-4de3-be7c-e1ce5f1317b6.absolute_liftover.gene_level_copy_number.v36.tsv	b449ed494daf10db0c82618026fae53b	3429749	released
7d047f6f-21be-4c71-935b-4e567cb2087b	TCGA-BRCA.25822371-680d-4663-98ef-ebf79e6dff4d.ascat3.gene_level_copy_number.v36.tsv	54bfc03a63f80388bd230601fb748e13	3445502	released
6ed1f14d-fc82-44f3-a7cd-dfc3769f8bfa	TCGA-BRCA.51c041dc-88a3-4619-82f3-29995e05c5db.ascat3.allelic_specific.seg.txt	2749758c67cdebb20c8bc17c16acc0f8	3855	released
df59a07b-f272-43b8-8e8f-9e83546fda11	TCGA-BRCA.a3f4ad97-3d59-4568-84e8-674280b1f04a.ascat2.allelic_specific.seg.txt	20a837306c28db3e9c61be1ff4061c20	16622	released
45969a41-b2ec-48a2-a396-c08e171182c0	TCGA-BRCA.e831ad69-0f96-4d82-a435-6b754e44122f.ascat2.allelic_specific.seg.txt	2210414f1b4a8996f16d0aa18e94c80c	26706	released
7b5b0bc5-6319-4b9f-a3eb-ddc110e84a49	TCGA-BRCA.e831ad69-0f96-4d82-a435-6b754e44122f.absolute_liftover.gene_level_copy_number.v36.tsv	bd09232f4981f82ff7d9f338b136aade	3436715	released
de16d35e-3c83-42f6-af51-c8a2b8f89031	TCGA-BRCA.615b2826-7f9f-498b-8309-d4d54d598c50.gene_level_copy_number.v36.tsv	44a5a9be17d1739e3dc9d62d466525e7	3446841	released
b64588b5-00c3-48af-8b62-ec7b2de7b4bf	TCGA-BRCA.a3f4ad97-3d59-4568-84e8-674280b1f04a.gene_level_copy_number.v36.tsv	ada13b5b01204ad2d48bffed02358d4a	3446813	released
a008a9dc-d1d0-41a5-bcfe-b3088feeae66	TCGA-BRCA.2f506a7d-668f-4b51-87b5-74b260663de6.absolute_liftover.gene_level_copy_number.v36.tsv	08d82572aa4a55f95374ef8b5fff8129	3430847	released
6b5e7710-d614-4537-8a9c-93d3e129597b	TCGA-BRCA.a01c0857-1760-45dc-b426-082a9b59fe90.absolute_liftover.gene_level_copy_number.v36.tsv	4b42df3eb4b830ef0eb816dece515070	3431039	released
4a255517-059a-40a5-b558-75211b7ae72d	TCGA-BRCA.544dd94e-abd8-4cca-98cf-d1c2c646f23a.absolute_liftover.gene_level_copy_number.v36.tsv	61efc643e6bcaa131b691be26233e73e	3429356	released
daf53c9e-8190-40b2-8ec9-4cb24e43ca21	TCGA-BRCA.14c07825-f4cc-4d62-ad12-6a0bcc00e4b9.absolute_liftover.gene_level_copy_number.v36.tsv	a82d492863c3dba92b6342571e4401ad	3432470	released
0796678a-8c14-4e66-9893-0ddeb32fd4c6	TCGA-BRCA.12f03a32-be3d-40c0-b380-b104d972a3f1.gene_level_copy_number.v36.tsv	b8783062c611af27b78efa88ceea2a7e	3447675	released
b7743205-a577-4d54-b398-d97c83eaf78c	TCGA-BRCA.544dd94e-abd8-4cca-98cf-d1c2c646f23a.ascat3.gene_level_copy_number.v36.tsv	5034335630a370346cc328567044b036	3445837	released
7b9c403c-7027-44d4-aeff-c0f31ab44bd6	TCGA-BRCA.eaf26eaa-106e-46e3-9963-c6185c6ec4d7.ascat2.allelic_specific.seg.txt	0240c2655dc7e320497f61f9db5ad901	15511	released
80a7d567-e2d2-422c-bd8c-63ae9e36fe6c	TCGA-BRCA.14c07825-f4cc-4d62-ad12-6a0bcc00e4b9.gene_level_copy_number.v36.tsv	9494c5f406c6653507acbb0c9182bc1e	3447078	released
a2ffd029-a41a-48cf-adb4-20ecd47f5365	TCGA-BRCA.e44bc46c-7def-4fec-8865-38842dd349d1.ascat3.allelic_specific.seg.txt	508441a541d42689c02797751bc785e2	8406	released
89b75571-d513-441e-81fe-ca1894fea45c	TCGA-BRCA.d1740289-b374-4298-a155-88bbb5f1a87d.ascat3.gene_level_copy_number.v36.tsv	5343134bab883e2e22c98baa1722c3d3	3445505	released
066f5783-7349-4fff-a431-5ef21b1ba65d	TCGA-BRCA.64cc469d-eaf1-4a4e-853e-612c931c28b6.absolute_liftover.gene_level_copy_number.v36.tsv	ec97aa7173915d74dc0128b6fbf53a17	3431657	released
